"Carimbo de data/hora";"ID da resposta";"Endereço de e-mail";"Qual é a sua idade (em anos)?";"Quantos dispositivos eletrônicos você possui (celular, notebook, tablet, smartwatch etc.)?";"Quantas horas por dia você usa a internet?";"Quantas horas por dia você passa em redes sociais?";"Quantos aplicativos de redes sociais você tem instalados no celular?";"Há quantos anos você possui um smartphone?";"Quanto você gasta, em média por mês, com assinaturas ou serviços de tecnologia, em R$?";"Com que idade você começou a usar a internet?";"Quantas horas de sono você perde, em média por semana, por causa do uso de tecnologia à noite?";"Quantas vezes você trocou sua senha de e-mail ou redes sociais no último ano?";"Qual é o seu gênero?";"Qual é a sua escolaridade?";"Você utiliza alguma ferramenta de Inteligência Artificial?";"Qual ferramenta de IA você mais utiliza?";"Com que frequência você utiliza ferramentas de IA?";"Para qual finalidade você mais utiliza IA?";"Você confia nas informações geradas por ferramentas de IA?";"Você acredita que a IA vai substituir empregos humanos no futuro?";"Você sente que depende da tecnologia ou do celular para realizar tarefas do dia a dia?";"Você já usou a tecnologia para enganar ou prejudicar alguém?";"Você já foi vítima de algum golpe ou fraude digital?";"Você utiliza autenticação de dois fatores nas suas contas online?";"Você já compartilhou informações sem verificar se eram verdadeiras?";"Qual sistema operacional de celular você utiliza?";"Você acredita que a tecnologia trouxe mais benefícios do que malefícios para a sociedade?"
"04/09/2026 22:41:00";"R0744";"respondente0744@example.invalid";"59";"4";"20,1";"2,8";"10";"16";"117,91";"24";"4,7";"5";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"04/09/2026 22:48:00";"R0745";"respondente0745@example.invalid";"23";"1";"2,3";"5,1";"3";"3";"119,28";"17";"6,4";"0";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"04/09/2026 22:55:00";"R0746";"respondente0746@example.invalid";"30";"6";"6";"7,4";"6";"6";"120,65";"25";"8,1";"3";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Não";"Não";"Sim";"Android";"Concordo"
"04/09/2026 23:02:00";"R0747";"respondente0747@example.invalid";"37";"3";"9,7";"9,7";"9";"11";"122,02";"19";"9,8";"6";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Não";"Sim";"Não";"iOS";"Concordo totalmente"
"04/09/2026 23:09:00";"R0748";"respondente0748@example.invalid";"44";"8";"13,4";"12";"2";"16";"123,39";"32";"11,5";"1";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Não";"Sim";"Não";"Android";"Neutro"
"04/09/2026 23:16:00";"R0749";"respondente0749@example.invalid";"51";"5";"17,1";"2,2";"5";"1";"124,76";"45";"1,1";"4";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Não";"Não";"Sim";"iOS";"Concordo"
"04/09/2026 23:23:00";"R0750";"respondente0750@example.invalid";"58";"2";"20,8";"4,5";"8";"6";"126,13";"29";"2,8";"7";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Sim";"Sim";"Não";"Android";"Concordo totalmente"
"04/09/2026 23:30:00";"R0751";"respondente0751@example.invalid";"22";"7";"3";"6,8";"1";"7";"127,5";"10";"4,5";"2";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"Outro";"Concordo"
"04/09/2026 23:37:00";"R0752";"respondente0752@example.invalid";"29";"4";"6,7";"9,1";"4";"13";"128,87";"10";"6,2";"5";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Não";"Não";"Sim";"Android";"Neutro"
"04/09/2026 23:44:00";"R0753";"respondente0753@example.invalid";"36";"1";"10,4";"11,4";"7";"1";"130,24";"31";"7,9";"0";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Não";"Sim";"Sim";"iOS";"Concordo"
"04/09/2026 23:51:00";"R0754";"respondente0754@example.invalid";"43";"6";"14,1";"1,6";"10";"6";"131,61";"42";"9,6";"3";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"04/09/2026 23:58:00";"R0755";"respondente0755@example.invalid";"50";"3";"17,8";"3,9";"3";"11";"132,98";"19";"11,3";"6";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"iOS";"Concordo"
"05/09/2026 00:05:00";"R0756";"respondente0756@example.invalid";"57";"8";"21,5";"6,2";"6";"16";"134,35";"42";"0,9";"1";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"05/09/2026 00:12:00";"R0757";"respondente0757@example.invalid";"21";"5";"3,7";"8,5";"9";"8";"135,72";"17";"2,6";"4";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Sim";"Sim";"Não";"Android";"Concordo totalmente"
"05/09/2026 00:19:00";"R0758";"respondente0758@example.invalid";"28";"2";"7,4";"10,8";"2";"6";"137,09";"6";"4,3";"7";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Não";"Não";"Sim";"Android";"Concordo"
"05/09/2026 00:26:00";"R0759";"respondente0759@example.invalid";"35";"7";"11,1";"1";"5";"11";"138,46";"33";"6";"2";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Não";"Sim";"Não";"iOS";"Concordo totalmente"
"05/09/2026 00:33:00";"R0760";"respondente0760@example.invalid";"42";"4";"14,8";"3,3";"8";"16";"139,83";"29";"7,7";"5";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Não";"Sim";"Não";"Android";"Neutro"
"05/09/2026 00:40:00";"R0761";"respondente0761@example.invalid";"49";"1";"18,5";"5,6";"1";"1";"141,2";"5";"9,4";"0";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Não";"Não";"Sim";"iOS";"Concordo"
"05/09/2026 00:47:00";"R0762";"respondente0762@example.invalid";"56";"6";"22,2";"7,9";"4";"6";"142,57";"12";"11,1";"3";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"05/09/2026 00:54:00";"R0763";"respondente0763@example.invalid";"20";"3";"4,4";"10,2";"7";"1";"143,94";"17";"0,7";"6";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"Outro";"Concordo"
"05/09/2026 01:01:00";"R0764";"respondente0764@example.invalid";"27";"8";"8,1";"0,4";"10";"8";"145,31";"16";"2,4";"1";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Sim";"Não";"Sim";"Android";"Neutro"
"05/09/2026 01:08:00";"R0765";"respondente0765@example.invalid";"34";"5";"11,8";"2,7";"3";"1";"146,68";"28";"4,1";"4";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Não";"Sim";"Sim";"iOS";"Concordo"
"05/09/2026 01:15:00";"R0766";"respondente0766@example.invalid";"41";"2";"15,5";"5";"6";"6";"148,05";"32";"5,8";"7";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"05/09/2026 01:22:00";"R0767";"respondente0767@example.invalid";"48";"7";"19,2";"7,3";"9";"11";"149,42";"46";"7,5";"2";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"iOS";"Concordo"
"05/09/2026 01:29:00";"R0768";"respondente0768@example.invalid";"55";"4";"22,9";"9,6";"2";"16";"150,79";"42";"9,2";"5";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"05/09/2026 01:36:00";"R0769";"respondente0769@example.invalid";"19";"1";"5,1";"11,9";"5";"7";"152,16";"11";"10,9";"0";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"05/09/2026 01:43:00";"R0770";"respondente0770@example.invalid";"26";"6";"8,8";"2,1";"8";"6";"153,53";"22";"0,5";"3";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Não";"Não";"Sim";"Android";"Concordo"
"05/09/2026 01:50:00";"R0771";"respondente0771@example.invalid";"33";"3";"12,5";"4,4";"1";"11";"154,9";"19";"2,2";"6";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Sim";"Sim";"Não";"iOS";"Concordo totalmente"
"05/09/2026 01:57:00";"R0772";"respondente0772@example.invalid";"40";"8";"16,2";"6,7";"4";"16";"156,27";"16";"3,9";"1";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Não";"Sim";"Não";"Android";"Neutro"
"05/09/2026 02:04:00";"R0773";"respondente0773@example.invalid";"47";"5";"19,9";"9";"7";"1";"157,64";"13";"5,6";"4";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Não";"Não";"Sim";"iOS";"Concordo"
"05/09/2026 02:11:00";"R0774";"respondente0774@example.invalid";"54";"2";"2,1";"11,3";"10";"6";"159,01";"31";"7,3";"7";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"05/09/2026 02:18:00";"R0775";"respondente0775@example.invalid";"18";"7";"5,8";"1,5";"3";"7";"160,38";"17";"9";"2";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"Outro";"Concordo"
"05/09/2026 02:25:00";"R0776";"respondente0776@example.invalid";"25";"4";"9,5";"3,8";"6";"6";"161,75";"10";"10,7";"5";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Não";"Não";"Sim";"Android";"Neutro"
"05/09/2026 02:32:00";"R0777";"respondente0777@example.invalid";"32";"1";"13,2";"6,1";"9";"1";;"9";"0,3";"0";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Não";"Sim";"Sim";"iOS";"Concordo"
"05/09/2026 02:39:00";"R0778";"respondente0778@example.invalid";"39";"6";"16,9";"8,4";"2";"6";"164,49";"18";"2";"3";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Sim";"Sim";"Não";"Android";"Concordo totalmente"
"05/09/2026 02:46:00";"R0779";"respondente0779@example.invalid";"46";"3";"20,6";"10,7";"5";"11";"165,86";"35";"3,7";"6";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"iOS";"Concordo"
"05/09/2026 02:53:00";"R0780";"respondente0780@example.invalid";"53";"8";"2,8";"0,9";"8";"16";"167,23";"30";"5,4";"1";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"05/09/2026 03:01:00";"R0781";"respondente0781@example.invalid";"60";"5";"6,5";"3,2";"1";"1";"168,6";"5";"7,1";"4";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"05/09/2026 03:07:00";"R0782";"respondente0782@example.invalid";"24";"2";"10,2";"5,5";"4";"14";"169,97";"8";"8,8";"7";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Não";"Não";"Sim";"Android";"Concordo"
"05/09/2026 03:14:00";"R0783";"respondente0783@example.invalid";"31";"7";"13,9";"7,8";"7";"11";"171,34";"27";"10,5";"2";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Não";"Sim";"Não";"iOS";"Concordo totalmente"
"05/09/2026 03:21:00";"R0784";"respondente0784@example.invalid";"38";"4";"17,6";"10,1";"10";"16";"172,71";"5";"0,1";"5";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Não";"Sim";"Não";"Android";"Neutro"
"05/09/2026 03:28:00";"R0785";"respondente0785@example.invalid";"45";"1";"21,3";"0,3";"3";"1";"174,08";"29";"1,8";"0";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Sim";"Não";"Sim";"iOS";"Concordo"
"05/09/2026 03:35:00";"R0786";"respondente0786@example.invalid";"52";"6";"3,5";"2,6";"6";"6";"175,45";"39";"3,5";"3";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"05/09/2026 03:42:00";"R0787";"respondente0787@example.invalid";"59";"3";"7,2";"4,9";"9";"11";"176,82";"11";"5,2";"6";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"Outro";"Concordo"
"05/09/2026 03:49:00";"R0788";"respondente0788@example.invalid";"23";"8";"10,9";"7,2";"2";"10";"178,19";"22";"6,9";"1";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Não";"Não";"Sim";"Android";"Neutro"
"05/09/2026 03:56:00";"R0789";"respondente0789@example.invalid";"30";"5";"14,6";"9,5";"5";"1";"179,56";"23";"8,6";"4";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Não";"Sim";"Sim";"iOS";"Concordo"
"05/09/2026 04:03:00";"R0790";"respondente0790@example.invalid";"37";"2";"18,3";"11,8";"8";"6";"180,93";"12";"10,3";"7";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"05/09/2026 04:10:00";"R0791";"respondente0791@example.invalid";"44";"7";"22";"2";"1";"11";"182,3";"37";"12";"2";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"iOS";"Concordo"
"05/09/2026 04:17:00";"R0792";"respondente0792@example.invalid";"51";"4";"4,2";"4,3";"4";"16";"183,67";"12";"1,6";"5";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";;"Não";"Não";"Android";"Discordo"
"05/09/2026 04:24:00";"R0793";"respondente0793@example.invalid";"58";"1";"7,9";"6,6";"7";"1";"185,04";"25";"3,3";"0";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"05/09/2026 04:31:00";"R0794";"respondente0794@example.invalid";"22";"6";"11,6";"8,9";"10";"6";"186,41";"7";"5";"3";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Não";"Não";"Sim";"Android";"Concordo"
"05/09/2026 04:38:00";"R0795";"respondente0795@example.invalid";"29";"3";"15,3";"11,2";"3";"19";"187,78";"27";"6,7";"6";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Não";"Sim";"Não";"iOS";"Concordo totalmente"
"05/09/2026 04:45:00";"R0796";"respondente0796@example.invalid";"36";"8";"19";"1,4";"6";"16";"189,15";"8";"8,4";"1";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Não";"Sim";"Não";"Android";"Neutro"
"05/09/2026 04:52:00";"R0797";"respondente0797@example.invalid";"43";"5";"22,7";"3,7";"9";"1";"190,52";"21";"10,1";"4";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Não";"Não";"Sim";"iOS";"Concordo"
"05/09/2026 04:59:00";"R0798";"respondente0798@example.invalid";"50";"2";"4,9";"6";"2";"6";"191,89";"42";"11,8";"7";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"05/09/2026 05:06:00";"R0799";"respondente0799@example.invalid";"57";"7";"8,6";"8,3";"5";"11";"193,26";"47";"1,4";"2";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Sim";"Sim";"Não";"Outro";"Concordo"
"05/09/2026 05:13:00";"R0800";"respondente0800@example.invalid";"21";"4";"12,3";"10,6";"8";"3";"194,63";"10";"3,1";"5";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Não";"Não";"Sim";"Android";"Neutro"
"05/09/2026 05:20:00";"R0801";"respondente0801@example.invalid";"28";"1";"16";"0,8";"1";"5";"196";"19";"4,8";"0";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Não";"Sim";"Sim";"iOS";"Concordo"
"05/09/2026 05:27:00";"R0802";"respondente0802@example.invalid";"35";"6";"19,7";"3,1";"4";"6";"197,37";"26";"6,5";"3";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"05/09/2026 05:34:00";"R0803";"respondente0803@example.invalid";"42";"3";"1,9";"5,4";"7";"11";"198,74";"21";"8,2";"6";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"iOS";"Concordo"
"05/09/2026 05:41:00";"R0804";"respondente0804@example.invalid";"49";"8";"5,6";"7,7";"10";"16";"200,11";"38";"9,9";"1";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"05/09/2026 05:48:00";"R0805";"respondente0805@example.invalid";"56";"5";"9,3";"10";"3";"1";"201,48";"26";"11,6";"4";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"05/09/2026 05:55:00";"R0806";"respondente0806@example.invalid";"20";"2";"13";"0,2";"6";"6";"202,85";"10";"1,2";"7";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Sim";"Não";"Sim";"Android";"Concordo"
"05/09/2026 06:02:00";"R0807";"respondente0807@example.invalid";"27";"7";"16,7";"2,5";"9";"2";"204,22";"5";"2,9";"2";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Não";"Sim";"Não";"iOS";"Concordo totalmente"
"05/09/2026 06:09:00";"R0808";"respondente0808@example.invalid";"34";"4";"20,4";"4,8";"2";"16";"205,59";"8";"4,6";"5";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Não";"Sim";"Não";"Android";"Neutro"
"05/09/2026 06:16:00";"R0809";"respondente0809@example.invalid";"41";"1";"2,6";"7,1";"5";"1";"206,96";"37";"6,3";"0";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Não";"Não";"Sim";"iOS";"Concordo"
"05/09/2026 06:23:00";"R0810";"respondente0810@example.invalid";"48";"6";"6,3";"9,4";"8";"6";"208,33";"46";"8";"3";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"05/09/2026 06:30:00";"R0811";"respondente0811@example.invalid";"55";"3";"10";"11,7";"1";"11";"209,7";"15";"9,7";"6";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"Outro";"Concordo"
"05/09/2026 06:37:00";"R0812";"respondente0812@example.invalid";"19";"8";"13,7";"1,9";"4";"6";"211,07";"8";"11,4";"1";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Não";"Não";"Sim";"Android";"Neutro"
"05/09/2026 06:44:00";"R0813";"respondente0813@example.invalid";"26";"5";"17,4";"4,2";"7";"13";"212,44";"12";"1";"4";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Sim";"Sim";"Sim";"iOS";"Concordo"
"05/09/2026 06:51:00";"R0814";"respondente0814@example.invalid";"33";"2";"21,1";"6,5";"10";"6";"213,81";"16";"2,7";"7";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"05/09/2026 06:58:00";"R0815";"respondente0815@example.invalid";"40";"7";"3,3";"8,8";"3";"11";"215,18";"34";"4,4";"2";"Feminino";"Pós-graduação";"Sim";"Copilot";"Frequentemente";"Lazer";"Discordo";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"iOS";"Concordo"
"05/09/2026 07:05:00";"R0816";"respondente0816@example.invalid";"47";"4";"7";"11,1";"6";"16";"216,55";"24";"6,1";"5";"Outro/Prefiro não dizer";"Ensino Fundamental";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Discordo";"Discordo";"Não";"Não";"Não";"Não";"Android";"Discordo"
"05/09/2026 07:12:00";"R0817";"respondente0817@example.invalid";"54";"1";"10,7";"1,3";"9";"1";"217,92";"14";"7,8";"0";"Feminino";"Ensino Médio";"Sim";"ChatGPT";"Frequentemente";"Estudo";"Concordo";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"05/09/2026 07:19:00";"R0818";"respondente0818@example.invalid";"18";"6";"14,4";"3,6";"2";"6";"219,29";"9";"9,5";"3";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Discordo";"Concordo";"Neutro";"Não";"Não";"Não";"Sim";"Android";"Concordo"
"05/09/2026 07:26:00";"R0819";"respondente0819@example.invalid";"25";"3";"18,1";"5,9";"5";"11";"220,66";"23";"11,2";"6";"Feminino";"Superior completo";"Sim";"Gemini";"Às vezes";"Trabalho";"Neutro";"Concordo totalmente";"Concordo";"Não";"Não";"Sim";"Não";"iOS";"Concordo totalmente"
"05/09/2026 07:33:00";"R0820";"respondente0820@example.invalid";"32";"8";"21,8";"8,2";"8";"16";"222,03";"23";"0,8";"1";"Masculino";"Pós-graduação";"Sim";"Copilot";"Sempre";"Estudo";"Concordo";"Discordo";"Concordo totalmente";"Não";"Sim";"Sim";"Não";"Android";"Neutro"
"05/09/2026 07:40:00";"R0821";"respondente0821@example.invalid";"39";"5";"4";"10,5";"1";"1";"223,4";"15";"2,5";"4";"Outro/Prefiro não dizer";"Ensino Médio";"Não";"Não uso";"Nunca";"Não uso";"Discordo totalmente";"Concordo";"Discordo";"Não";"Não";"Não";"Sim";"iOS";"Concordo"
"05/09/2026 07:47:00";"R0822";"respondente0822@example.invalid";"46";"2";"7,7";"0,7";"4";"6";"224,77";"16";"4,2";"7";"Masculino";"Superior completo";"Sim";"ChatGPT";"Raramente";"Lazer";"Concordo totalmente";"Neutro";"Concordo";"Não";"Não";"Sim";"Não";"Android";"Concordo totalmente"
"05/09/2026 07:54:00";"R0823";"respondente0823@example.invalid";"53";"7";"11,4";"3";"7";"11";"226,14";"23";"5,9";"2";"Feminino";"Pós-graduação";"Sim";"Perplexity";"Frequentemente";"Trabalho";"Neutro";"Concordo";"Neutro";"Não";"Não";"Sim";"Não";"Outro";"Concordo"
"05/09/2026 08:01:00";"R0824";"respondente0824@example.invalid";"60";"4";"15,1";"5,3";"10";"16";"227,51";"38";"7,6";"5";"Masculino";"Superior completo";"Não";"Não uso";"Nunca";"Não uso";"Neutro";"Discordo";"Concordo";"Não";"Não";"Não";"Sim";"Android";"Neutro"
"05/09/2026 08:08:00";"R0825";"respondente0825@example.invalid";"24";"1";"18,8";"7,6";"3";"5";"228,88";"6";"9,3";"0";"Feminino";"Superior incompleto";"Sim";"ChatGPT";"Às vezes";"Estudo";"Concordo";"Concordo totalmente";"Concordo totalmente";"Não";"Não";"Sim";"Sim";"iOS";"Concordo"
"05/09/2026 08:15:00";"R0826";"respondente0826@example.invalid";"31";"6";"22,5";"9,9";"6";"6";"230,25";"6";"11";"3";"Masculino";"Superior incompleto";"Sim";"Gemini";"Sempre";"Outro";"Concordo totalmente";"Neutro";"Concordo";"Sim";"Não";"Sim";"Não";"Android";"Concordo totalmente"
